,ID,block,trial_number,food,reaction_time,rating,fat,sugar
1353,7,health,4,shrimp,2.65,8.0,high,high
1354,7,health,5,pear,2.53,5.0,high,high
1355,7,health,6,candy,3.56,9.0,high,low
1356,7,health,7,oatmeal,2.31,5.0,high,low
1357,7,health,8,toast,2.03,2.0,high,high
1358,7,health,9,pear,2.78,5.0,high,high
1359,7,health,10,avocado,1.24,3.0,low,low
1360,7,health,11,beef,0.93,7.0,high,high
1361,7,health,12,fries,3.08,10.0,low,high
1362,7,health,13,donut,3.17,6.0,high,high
1363,7,health,14,watermelon,1.36,10.0,low,high
1364,7,health,15,grapes,2.29,1.0,high,high
1365,7,health,16,pear,3.21,10.0,high,high
1366,7,health,17,avocado,0.5,2.0,low,low
1367,7,health,18,tofu,2.61,6.0,low,high
1368,7,health,19,onion rings,0.83,9.0,low,low
1369,7,health,20,spinach,1.61,6.0,low,low
1370,7,health,21,waffles,3.23,8.0,low,low
1371,7,health,22,eggs,3.75,4.0,low,low
1372,7,health,23,milk,2.4,9.0,low,high
1373,7,health,24,chocolate,0.88,5.0,high,high
1374,7,health,25,turkey,2.98,1.0,high,low
1375,7,health,26,syrup,2.42,7.0,low,low
1376,7,health,27,cereal,3.19,4.0,high,high
1377,7,health,28,chicken,2.91,8.0,low,low
1378,7,health,29,peanut butter,3.71,8.0,low,low
1379,7,health,30,nuts,1.43,4.0,low,high
1380,7,health,31,cheese,0.86,3.0,high,low
1381,7,health,32,nuts,2.78,6.0,low,high
1382,7,health,33,fries,0.8,3.0,low,high
1383,7,health,34,toast,2.82,10.0,high,high
1384,7,health,35,lettuce,0.66,6.0,low,high
1385,7,health,36,fries,1.72,1.0,low,high
1386,7,health,37,cheese,2.15,9.0,high,low
1387,7,health,38,cereal,3.88,7.0,high,high
1388,7,health,39,salmon,2.27,3.0,low,low
1389,7,health,40,apple,3.02,9.0,high,low
1390,7,health,41,chicken,3.08,4.0,low,low
1391,7,health,42,kale,3.61,6.0,low,high
1392,7,health,43,peanut butter,3.42,2.0,low,low
1393,7,health,44,granola,2.95,4.0,low,low
1394,7,health,45,broccoli,1.93,5.0,low,high
1395,7,health,46,steak,0.73,8.0,high,low
1396,7,health,47,pear,3.52,6.0,high,high
1397,7,health,48,nuts,1.08,6.0,low,high
1398,7,health,49,cake,3.68,2.0,high,low
1399,7,health,50,nuts,0.71,3.0,low,high
1400,7,health,51,cucumber,3.25,5.0,low,high
1401,7,health,52,cookie,2.36,6.0,high,high
1402,7,health,53,cake,1.71,2.0,high,low
1403,7,health,54,milk,3.61,10.0,low,high
1404,7,health,55,chocolate,0.78,1.0,high,high
1405,7,health,56,steak,1.62,4.0,high,low
1406,7,health,57,pear,1.05,3.0,high,high
1407,7,health,58,broccoli,2.3,7.0,low,high
1408,7,health,59,peach,3.04,9.0,high,low
1409,7,health,60,milk,3.34,7.0,low,high
1410,7,health,61,pasta,2.91,2.0,low,high
1411,7,health,62,carrot,2.18,4.0,high,high
1412,7,health,63,chocolate,0.67,1.0,high,high
1413,7,health,64,toast,2.72,3.0,high,high
1414,7,health,65,granola,0.62,9.0,low,low
1415,7,health,66,nuts,2.74,7.0,low,high
1416,7,health,67,fries,3.81,6.0,low,high
1417,7,health,68,soda,1.73,5.0,low,high
1418,7,health,69,mango,1.38,4.0,low,low
1419,7,health,70,waffles,3.39,10.0,low,low
1420,7,health,71,waffles,2.36,10.0,low,low
1421,7,health,72,waffles,1.7,3.0,low,low
1422,7,health,73,soda,0.82,9.0,low,high
1423,7,health,74,cranberries,0.54,7.0,high,low
1424,7,health,75,waffles,2.16,1.0,low,low
1425,7,taste,1,yogurt,2.28,7.0,low,high
1426,7,taste,2,waffles,1.54,3.0,low,low
1427,7,taste,3,milk,2.32,4.0,low,high
1428,7,taste,4,pear,3.16,4.0,high,high
1429,7,taste,5,bacon,1.55,2.0,low,high
1430,7,taste,6,carrot,3.97,5.0,high,high
1431,7,taste,7,turkey,3.78,2.0,high,low
1432,7,taste,8,apple,,,high,low
1433,7,taste,9,burger,3.82,1.0,high,high
1434,7,taste,10,banana,2.42,6.0,low,low
1435,7,taste,11,cucumber,3.7,9.0,low,high
1436,7,taste,12,beans,2.3,4.0,low,high
1437,7,taste,13,tofu,1.01,1.0,low,high
1438,7,taste,14,burger,2.58,2.0,high,high
1439,7,taste,15,lettuce,3.78,1.0,low,high
1440,7,taste,16,pizza,1.52,7.0,high,low
1441,7,taste,17,candy,3.85,8.0,high,low
1442,7,taste,18,beans,3.76,7.0,low,high
1443,7,taste,19,cheese,,,high,low
1444,7,taste,20,cucumber,3.59,6.0,low,high
1445,7,taste,21,pear,2.07,1.0,high,high
1446,7,taste,22,eggs,2.05,3.0,low,low
1447,7,taste,23,mango,1.52,7.0,low,low
1448,7,taste,24,beans,1.46,3.0,low,high
1449,7,taste,25,granola,0.53,8.0,low,low
1450,7,taste,26,burger,3.71,2.0,high,high
1451,7,taste,27,cheese,3.86,8.0,high,low
1452,7,taste,28,turkey,2.25,10.0,high,low
1453,7,taste,29,bacon,2.11,7.0,low,high
1454,7,taste,30,steak,2.05,2.0,high,low
1455,7,taste,31,granola,1.93,4.0,low,low
1456,7,taste,32,beans,2.38,5.0,low,high
1457,7,taste,33,pear,3.6,1.0,high,high
1458,7,taste,34,toast,0.83,4.0,high,high
1459,7,taste,35,avocado,1.36,5.0,low,low
1460,7,taste,36,chicken,0.93,7.0,low,low
1461,7,taste,37,tofu,2.45,10.0,low,high
1462,7,taste,38,watermelon,0.64,3.0,low,high
1463,7,taste,39,spinach,1.46,7.0,low,low
1464,7,taste,40,donut,2.35,4.0,high,high
1465,7,taste,41,tofu,2.31,7.0,low,high
1466,7,taste,42,banana,1.78,9.0,low,low
1467,7,taste,43,cookie,3.56,8.0,high,high
1468,7,taste,44,broccoli,2.77,9.0,low,high
1469,7,taste,45,chicken,1.85,2.0,low,low
1470,7,taste,46,spinach,0.97,3.0,low,low
1471,7,taste,47,avocado,1.61,5.0,low,low
1472,7,taste,48,turkey,3.41,6.0,high,low
1473,7,taste,49,avocado,1.35,4.0,low,low
1474,7,taste,50,burger,0.93,5.0,high,high
1475,7,taste,51,oatmeal,2.44,10.0,high,low
1476,7,taste,52,cereal,2.36,10.0,high,high
1477,7,taste,53,milk,2.65,5.0,low,high
1478,7,taste,54,turkey,3.06,5.0,high,low
1479,7,taste,55,yogurt,1.22,4.0,low,high
1480,7,taste,56,pizza,2.31,9.0,high,low
1481,7,taste,57,peanut butter,1.36,6.0,low,low
1482,7,taste,58,rice,1.74,5.0,low,low
1483,7,taste,59,chocolate,2.92,3.0,high,high
1484,7,taste,60,broccoli,3.24,2.0,low,high
1485,7,taste,61,turkey,3.53,3.0,high,low
1486,7,taste,62,cereal,1.22,8.0,high,high
1487,7,taste,63,cucumber,1.25,10.0,low,high
1488,7,taste,64,mango,0.86,9.0,low,low
1489,7,taste,65,chocolate,3.93,8.0,high,high
1490,7,taste,66,cookie,3.53,10.0,high,high
1491,7,taste,67,cranberries,3.99,2.0,high,low
1492,7,taste,68,soda,3.69,9.0,low,high
1493,7,taste,69,grapes,3.14,1.0,high,high
1494,7,taste,70,carrot,1.8,2.0,high,high
1495,7,taste,71,apple,0.67,6.0,high,low
1496,7,taste,72,pasta,2.1,8.0,low,high
1497,7,taste,73,nuts,0.72,8.0,low,high
1498,7,taste,74,ice cream,3.69,3.0,high,low
1499,7,taste,75,steak,0.97,1.0,high,low
1500,7,choice,1,chicken,1.47,8.0,low,low
1501,7,choice,2,milk,0.72,8.0,low,high
1502,7,choice,3,candy,2.17,8.0,high,low
1503,7,choice,4,avocado,3.34,6.0,low,low
1504,7,choice,5,banana,3.75,6.0,low,low
1505,7,choice,6,banana,1.08,5.0,low,low
1506,7,choice,7,cranberries,3.72,7.0,high,low
1507,7,choice,8,mango,3.73,2.0,low,low
1508,7,choice,9,kale,3.34,4.0,low,high
1509,7,choice,10,yogurt,1.06,7.0,low,high
1510,7,choice,11,waffles,2.3,10.0,low,low
1511,7,choice,12,ice cream,3.92,8.0,high,low
1512,7,choice,13,candy,2.88,2.0,high,low
1513,7,choice,14,grapes,3.24,1.0,high,high
1514,7,choice,15,mango,2.23,7.0,low,low
1515,7,choice,16,cheese,1.14,1.0,high,low
1516,7,choice,17,burger,3.84,4.0,high,high
1517,7,choice,18,peach,3.87,1.0,high,low
1518,7,choice,19,waffles,1.69,5.0,low,low
1519,7,choice,20,cranberries,2.26,3.0,high,low
1520,7,choice,21,eggs,0.88,6.0,low,low
1521,7,choice,22,shrimp,1.38,10.0,high,high
1522,7,choice,23,yogurt,3.0,9.0,low,high
1523,7,choice,24,watermelon,1.54,1.0,low,high
1524,7,choice,25,chocolate,2.43,5.0,high,high
1525,7,choice,26,apple,1.16,10.0,high,low
1526,7,choice,27,popcorn,3.98,7.0,low,low
1527,7,choice,28,cookie,3.87,9.0,high,high
1528,7,choice,29,watermelon,0.71,4.0,low,high
1529,7,choice,30,fries,1.26,8.0,low,high
1530,7,choice,31,tofu,2.94,2.0,low,high
1531,7,choice,32,tofu,1.59,6.0,low,high
1532,7,choice,33,pasta,3.46,10.0,low,high
1533,7,choice,34,cookie,3.91,1.0,high,high
1534,7,choice,35,onion rings,1.24,2.0,low,low
1535,7,choice,36,donut,1.8,10.0,high,high
1536,7,choice,37,kale,2.64,6.0,low,high
1537,7,choice,38,oatmeal,0.82,1.0,high,low
1538,7,choice,39,avocado,3.17,6.0,low,low
1539,7,choice,40,waffles,2.2,1.0,low,low
1540,7,choice,41,spinach,2.74,9.0,low,low
1541,7,choice,42,tofu,0.66,4.0,low,high
1542,7,choice,43,avocado,1.87,3.0,low,low
1543,7,choice,44,watermelon,2.69,7.0,low,high
1544,7,choice,45,milk,,,low,high
1545,7,choice,46,cranberries,3.41,10.0,high,low
1546,7,choice,47,granola,1.62,8.0,low,low
1547,7,choice,48,waffles,0.82,1.0,low,low
1548,7,choice,49,beans,2.55,10.0,low,high
1549,7,choice,50,burger,1.21,9.0,high,high
1550,7,choice,51,tofu,1.58,4.0,low,high
1551,7,choice,52,beef,1.06,8.0,high,high
1552,7,choice,53,chicken,2.56,10.0,low,low
1553,7,choice,54,soda,1.05,8.0,low,high
1554,7,choice,55,grapes,0.62,8.0,high,high
1555,7,choice,56,kale,0.94,5.0,low,high
1556,7,choice,57,rice,1.16,8.0,low,low
1557,7,choice,58,watermelon,1.07,9.0,low,high
1558,7,choice,59,steak,3.03,1.0,high,low
1559,7,choice,60,cookie,3.03,10.0,high,high
1560,7,choice,61,donut,2.96,4.0,high,high
1561,7,choice,62,tofu,2.95,10.0,low,high
1562,7,choice,63,pear,3.37,6.0,high,high
1563,7,choice,64,ice cream,0.69,1.0,high,low
1564,7,choice,65,syrup,3.21,1.0,low,low
1565,7,choice,66,nuts,2.07,1.0,low,high
1566,7,choice,67,cake,0.72,10.0,high,low
1567,7,choice,68,pear,2.32,5.0,high,high
1568,7,choice,69,grapes,2.4,10.0,high,high
1569,7,choice,70,cereal,0.82,7.0,high,high
1570,7,choice,71,toast,2.29,6.0,high,high
1571,7,choice,72,rice,3.7,5.0,low,low
1572,7,choice,73,kale,2.52,9.0,low,high
1573,7,choice,74,ice cream,1.28,10.0,high,low
1574,7,choice,75,peanut butter,1.94,1.0,low,low
1575,8,health,1,yogurt,1.3,7.0,low,high
1576,8,health,2,turkey,1.73,5.0,high,low
1577,8,health,3,cookie,1.74,1.0,high,high
1578,8,health,4,grapes,3.19,9.0,high,high
1579,8,health,5,spinach,3.39,7.0,low,low
1580,8,health,6,pear,2.49,3.0,high,high
1581,8,health,7,grapes,1.38,9.0,high,high
1582,8,health,8,cheese,1.1,8.0,high,low
1583,8,health,9,fries,0.75,6.0,low,high
1584,8,health,10,rice,2.2,3.0,low,low
1585,8,health,11,cranberries,0.65,8.0,high,low
1586,8,health,12,pear,1.52,1.0,high,high
1587,8,health,13,grapes,2.79,4.0,high,high
1588,8,health,14,nuts,3.55,1.0,low,high
1589,8,health,15,apple,2.28,10.0,high,low
1590,8,health,16,peanut butter,2.14,2.0,low,low
1591,8,health,17,cookie,3.77,7.0,high,high
1592,8,health,18,shrimp,3.2,7.0,high,high
1593,8,health,19,chocolate,0.9,9.0,high,high
1594,8,health,20,beef,1.43,7.0,high,high
1595,8,health,21,cake,2.56,3.0,high,low
1596,8,health,22,candy,3.97,9.0,high,low
1597,8,health,23,pear,1.58,2.0,high,high
1598,8,health,24,bacon,0.88,3.0,low,high
1599,8,health,25,shrimp,1.09,2.0,high,high
1600,8,health,26,beef,1.56,6.0,high,high
1601,8,health,27,spinach,2.58,9.0,low,low
1602,8,health,28,turkey,2.24,3.0,high,low
1603,8,health,29,turkey,3.42,8.0,high,low
1604,8,health,30,popcorn,0.87,8.0,low,low
1605,8,health,31,ice cream,2.67,1.0,high,low
1606,8,health,32,granola,0.78,2.0,low,low
1607,8,health,33,bacon,0.68,6.0,low,high
1608,8,health,34,beans,1.14,5.0,low,high
1609,8,health,35,cake,3.28,7.0,high,low
1610,8,health,36,onion rings,0.9,9.0,low,low
1611,8,health,37,rice,0.99,1.0,low,low
1612,8,health,38,cheese,1.55,5.0,high,low
1613,8,health,39,peanut butter,3.19,7.0,low,low
1614,8,health,40,burger,2.24,7.0,high,high
1615,8,health,41,beef,3.89,9.0,high,high
1616,8,health,42,grapes,1.86,10.0,high,high
1617,8,health,43,spinach,3.98,10.0,low,low
1618,8,health,44,milk,3.21,5.0,low,high
1619,8,health,45,burger,3.32,6.0,high,high
1620,8,health,46,fries,2.72,3.0,low,high
1621,8,health,47,ice cream,2.51,7.0,high,low
1622,8,health,48,beans,2.06,5.0,low,high
1623,8,health,49,onion rings,1.92,2.0,low,low
1624,8,health,50,cookie,1.37,1.0,high,high
1625,8,health,51,salmon,1.95,8.0,low,low
1626,8,health,52,cookie,1.96,1.0,high,high
1627,8,health,53,shrimp,0.75,2.0,high,high
1628,8,health,54,donut,2.53,8.0,high,high
1629,8,health,55,peanut butter,2.27,10.0,low,low
1630,8,health,56,shrimp,1.97,1.0,high,high
1631,8,health,57,burger,1.0,1.0,high,high
1632,8,health,58,rice,0.74,2.0,low,low
1633,8,health,59,fries,1.44,1.0,low,high
1634,8,health,60,popcorn,0.89,6.0,low,low
1635,8,health,61,apple,1.65,1.0,high,low
1636,8,health,62,cereal,2.8,3.0,high,high
1637,8,health,63,cheese,1.1,4.0,high,low
1638,8,health,64,chocolate,3.09,9.0,high,high
1639,8,health,65,broccoli,3.85,2.0,low,high
1640,8,health,66,donut,0.76,7.0,high,high
1641,8,health,67,salmon,3.99,1.0,low,low
1642,8,health,68,syrup,3.66,5.0,low,low
1643,8,health,69,popcorn,3.27,10.0,low,low
1644,8,health,70,cranberries,1.61,2.0,high,low
1645,8,health,71,syrup,0.65,3.0,low,low
1646,8,health,72,popcorn,3.25,5.0,low,low
1647,8,health,73,milk,1.32,1.0,low,high
1648,8,health,74,candy,3.24,7.0,high,low
1649,8,health,75,avocado,0.73,4.0,low,low
1650,8,taste,1,avocado,1.11,9.0,low,low
1651,8,taste,2,pasta,1.82,7.0,low,high
1652,8,taste,3,eggs,1.9,5.0,low,low
1653,8,taste,4,donut,3.24,3.0,high,high
1654,8,taste,5,cucumber,,,low,high
1655,8,taste,6,spinach,3.85,3.0,low,low
1656,8,taste,7,beef,3.26,10.0,high,high
1657,8,taste,8,chicken,2.42,4.0,low,low
1658,8,taste,9,tofu,3.37,8.0,low,high
1659,8,taste,10,chocolate,2.77,4.0,high,high
1660,8,taste,11,kale,3.86,3.0,low,high
1661,8,taste,12,apple,3.06,1.0,high,low
1662,8,taste,13,spinach,1.16,3.0,low,low
1663,8,taste,14,salmon,3.38,8.0,low,low
1664,8,taste,15,cheese,0.84,10.0,high,low
1665,8,taste,16,cake,1.3,1.0,high,low
1666,8,taste,17,cucumber,2.11,10.0,low,high
1667,8,taste,18,beef,3.21,4.0,high,high
1668,8,taste,19,turkey,2.71,6.0,high,low
1669,8,taste,20,cereal,3.23,1.0,high,high
1670,8,taste,21,soda,1.39,8.0,low,high
1671,8,taste,22,turkey,3.87,2.0,high,low
1672,8,taste,23,cake,3.61,7.0,high,low
1673,8,taste,24,pasta,2.0,4.0,low,high
1674,8,taste,25,apple,3.13,10.0,high,low
1675,8,taste,26,pasta,3.29,7.0,low,high
1676,8,taste,27,tofu,3.02,3.0,low,high
1677,8,taste,28,milk,0.83,2.0,low,high
1678,8,taste,29,watermelon,0.69,3.0,low,high
1679,8,taste,30,yogurt,2.27,1.0,low,high
1680,8,taste,31,fries,2.65,6.0,low,high
1681,8,taste,32,steak,3.82,10.0,high,low
1682,8,taste,33,turkey,0.58,3.0,high,low
1683,8,taste,34,tofu,3.36,3.0,low,high
1684,8,taste,35,watermelon,,,low,high
1685,8,taste,36,shrimp,2.49,8.0,high,high
1686,8,taste,37,avocado,1.21,9.0,low,low
1687,8,taste,38,peanut butter,1.62,7.0,low,low
1688,8,taste,39,avocado,2.0,6.0,low,low
1689,8,taste,40,grapes,3.32,5.0,high,high
1690,8,taste,41,oatmeal,1.39,3.0,high,low
1691,8,taste,42,rice,2.12,6.0,low,low
1692,8,taste,43,spinach,1.26,6.0,low,low
1693,8,taste,44,granola,3.15,6.0,low,low
1694,8,taste,45,peach,1.65,2.0,high,low
1695,8,taste,46,chicken,1.01,8.0,low,low
1696,8,taste,47,burger,1.78,2.0,high,high
1697,8,taste,48,kale,3.94,1.0,low,high
1698,8,taste,49,pizza,2.26,2.0,high,low
1699,8,taste,50,carrot,3.83,10.0,high,high
1700,8,taste,51,pizza,2.32,4.0,high,low
1701,8,taste,52,steak,0.56,5.0,high,low
1702,8,taste,53,steak,2.3,4.0,high,low
1703,8,taste,54,ice cream,1.72,9.0,high,low
1704,8,taste,55,banana,0.97,5.0,low,low
1705,8,taste,56,ice cream,1.71,7.0,high,low
1706,8,taste,57,broccoli,0.96,10.0,low,high
1707,8,taste,58,cranberries,1.3,10.0,high,low
1708,8,taste,59,donut,2.63,8.0,high,high
1709,8,taste,60,syrup,2.67,6.0,low,low
1710,8,taste,61,turkey,2.26,10.0,high,low
1711,8,taste,62,lettuce,1.74,2.0,low,high
1712,8,taste,63,mango,0.69,3.0,low,low
1713,8,taste,64,toast,1.72,9.0,high,high
1714,8,taste,65,avocado,0.96,6.0,low,low
1715,8,taste,66,cereal,2.85,3.0,high,high
1716,8,taste,67,candy,2.56,6.0,high,low
1717,8,taste,68,toast,2.8,5.0,high,high
1718,8,taste,69,chocolate,2.0,9.0,high,high
1719,8,taste,70,salmon,1.93,5.0,low,low
1720,8,taste,71,peanut butter,2.85,5.0,low,low
1721,8,taste,72,donut,3.29,8.0,high,high
1722,8,taste,73,donut,3.27,3.0,high,high
1723,8,taste,74,broccoli,3.94,3.0,low,high
1724,8,taste,75,broccoli,1.96,3.0,low,high
1725,8,choice,1,granola,2.64,3.0,low,low
1726,8,choice,2,toast,3.55,6.0,high,high
1727,8,choice,3,cookie,2.97,3.0,high,high
1728,8,choice,4,toast,3.69,5.0,high,high
1729,8,choice,5,salmon,3.71,7.0,low,low
1730,8,choice,6,lettuce,2.08,7.0,low,high
1731,8,choice,7,popcorn,3.13,9.0,low,low
1732,8,choice,8,cheese,1.7,8.0,high,low
1733,8,choice,9,granola,2.12,9.0,low,low
1734,8,choice,10,lettuce,0.9,3.0,low,high
1735,8,choice,11,cranberries,1.32,5.0,high,low
1736,8,choice,12,toast,1.01,2.0,high,high
1737,8,choice,13,steak,3.35,1.0,high,low
1738,8,choice,14,donut,2.12,10.0,high,high
1739,8,choice,15,rice,3.28,1.0,low,low
1740,8,choice,16,cake,1.19,4.0,high,low
1741,8,choice,17,tofu,2.87,9.0,low,high
1742,8,choice,18,banana,3.26,7.0,low,low
1743,8,choice,19,watermelon,0.86,5.0,low,high
1744,8,choice,20,yogurt,2.2,8.0,low,high
1745,8,choice,21,rice,2.55,9.0,low,low
1746,8,choice,22,ice cream,2.53,10.0,high,low
1747,8,choice,23,eggs,0.78,8.0,low,low
1748,8,choice,24,chicken,1.53,6.0,low,low
1749,8,choice,25,tofu,2.18,10.0,low,high
1750,8,choice,26,fries,3.73,9.0,low,high
1751,8,choice,27,rice,3.62,8.0,low,low
1752,8,choice,28,cake,1.37,9.0,high,low
1753,8,choice,29,apple,1.64,3.0,high,low
1754,8,choice,30,beans,0.54,5.0,low,high
1755,8,choice,31,banana,,,low,low
1756,8,choice,32,pizza,2.71,6.0,high,low
1757,8,choice,33,soda,3.21,1.0,low,high
1758,8,choice,34,peanut butter,2.49,5.0,low,low
1759,8,choice,35,peanut butter,1.69,1.0,low,low
1760,8,choice,36,cookie,2.7,9.0,high,high
1761,8,choice,37,bacon,3.28,1.0,low,high
1762,8,choice,38,cereal,0.89,9.0,high,high
1763,8,choice,39,cookie,1.87,10.0,high,high
1764,8,choice,40,turkey,3.78,2.0,high,low
1765,8,choice,41,tofu,1.1,2.0,low,high
1766,8,choice,42,mango,2.13,4.0,low,low
1767,8,choice,43,popcorn,2.46,2.0,low,low
1768,8,choice,44,bacon,2.68,6.0,low,high
1769,8,choice,45,granola,3.42,10.0,low,low
1770,8,choice,46,cucumber,2.5,3.0,low,high
1771,8,choice,47,apple,3.01,4.0,high,low
1772,8,choice,48,fries,2.63,8.0,low,high
1773,8,choice,49,beans,0.99,2.0,low,high
1774,8,choice,50,kale,1.46,10.0,low,high
1775,8,choice,51,bacon,3.37,4.0,low,high
1776,8,choice,52,onion rings,2.57,3.0,low,low
1777,8,choice,53,popcorn,2.56,7.0,low,low
1778,8,choice,54,cookie,1.56,6.0,high,high
1779,8,choice,55,steak,2.37,9.0,high,low
1780,8,choice,56,cucumber,1.75,5.0,low,high
1781,8,choice,57,shrimp,1.67,8.0,high,high
1782,8,choice,58,chocolate,0.92,5.0,high,high
1783,8,choice,59,oatmeal,0.96,10.0,high,low
1784,8,choice,60,steak,2.59,2.0,high,low
1785,8,choice,61,cheese,1.32,10.0,high,low
1786,8,choice,62,chocolate,3.97,1.0,high,high
1787,8,choice,63,steak,1.52,9.0,high,low
1788,8,choice,64,chicken,0.65,1.0,low,low
1789,8,choice,65,avocado,2.73,8.0,low,low
1790,8,choice,66,carrot,3.04,5.0,high,high
1791,8,choice,67,cranberries,1.76,6.0,high,low
1792,8,choice,68,tofu,3.64,2.0,low,high
1793,8,choice,69,watermelon,3.42,1.0,low,high
1794,8,choice,70,nuts,3.5,9.0,low,high
1795,8,choice,71,lettuce,1.08,4.0,low,high
1796,8,choice,72,pasta,0.57,10.0,low,high
1797,8,choice,73,onion rings,,,low,low
1798,8,choice,74,peach,2.87,9.0,high,low
1799,8,choice,75,kale,2.64,5.0,low,high
1800,9,health,1,turkey,1.63,5.0,high,low
1801,9,health,2,steak,3.55,4.0,high,low
1802,9,health,3,carrot,2.35,9.0,high,high
1803,9,health,4,shrimp,1.49,4.0,high,high
1804,9,health,5,milk,1.99,6.0,low,high
1805,9,health,6,milk,1.37,2.0,low,high
1806,9,health,7,cucumber,1.4,7.0,low,high
1807,9,health,8,carrot,1.5,3.0,high,high
1808,9,health,9,burger,2.9,6.0,high,high
1809,9,health,10,onion rings,1.52,3.0,low,low
1810,9,health,11,broccoli,3.01,2.0,low,high
1811,9,health,12,pasta,2.44,4.0,low,high
1812,9,health,13,shrimp,1.3,9.0,high,high
1813,9,health,14,spinach,1.1,6.0,low,low
1814,9,health,15,pizza,3.74,6.0,high,low
1815,9,health,16,pasta,1.35,6.0,low,high
1816,9,health,17,avocado,3.4,1.0,low,low
1817,9,health,18,onion rings,2.64,2.0,low,low
1818,9,health,19,grapes,3.14,4.0,high,high
1819,9,health,20,ice cream,1.6,10.0,high,low
1820,9,health,21,steak,3.37,6.0,high,low
1821,9,health,22,banana,2.29,2.0,low,low
1822,9,health,23,cucumber,1.76,10.0,low,high
1823,9,health,24,popcorn,1.13,7.0,low,low
1824,9,health,25,pizza,2.69,3.0,high,low
1825,9,health,26,syrup,3.98,10.0,low,low
1826,9,health,27,carrot,2.44,5.0,high,high
1827,9,health,28,cake,0.62,8.0,high,low
1828,9,health,29,lettuce,2.24,1.0,low,high
1829,9,health,30,pizza,3.05,1.0,high,low
1830,9,health,31,spinach,3.34,6.0,low,low
1831,9,health,32,syrup,1.52,4.0,low,low
1832,9,health,33,nuts,1.1,3.0,low,high
1833,9,health,34,cucumber,1.16,7.0,low,high
1834,9,health,35,soda,0.63,5.0,low,high
1835,9,health,36,pasta,3.04,4.0,low,high
1836,9,health,37,donut,2.41,1.0,high,high
1837,9,health,38,mango,1.05,8.0,low,low
1838,9,health,39,shrimp,1.53,7.0,high,high
1839,9,health,40,cereal,3.2,8.0,high,high
1840,9,health,41,oatmeal,1.83,9.0,high,low
1841,9,health,42,beef,2.73,8.0,high,high
1842,9,health,43,pear,3.21,1.0,high,high
1843,9,health,44,broccoli,,,low,high
1844,9,health,45,avocado,2.14,1.0,low,low
1845,9,health,46,shrimp,3.17,3.0,high,high
1846,9,health,47,milk,3.52,4.0,low,high
1847,9,health,48,kale,1.64,10.0,low,high
1848,9,health,49,carrot,2.97,7.0,high,high
1849,9,health,50,nuts,3.5,7.0,low,high
1850,9,health,51,apple,1.85,10.0,high,low
1851,9,health,52,peanut butter,1.05,5.0,low,low
1852,9,health,53,oatmeal,0.72,2.0,high,low
1853,9,health,54,pear,0.71,10.0,high,high
1854,9,health,55,pizza,1.23,7.0,high,low
1855,9,health,56,grapes,3.42,8.0,high,high
1856,9,health,57,watermelon,0.84,1.0,low,high
1857,9,health,58,shrimp,2.17,10.0,high,high
1858,9,health,59,cereal,1.84,2.0,high,high
1859,9,health,60,chocolate,2.14,2.0,high,high
1860,9,health,61,bacon,2.81,4.0,low,high
1861,9,health,62,chocolate,3.06,3.0,high,high
1862,9,health,63,beans,1.03,8.0,low,high
1863,9,health,64,pasta,1.13,10.0,low,high
1864,9,health,65,donut,2.26,7.0,high,high
1865,9,health,66,beans,1.28,8.0,low,high
1866,9,health,67,peach,1.44,3.0,high,low
1867,9,health,68,steak,1.0,7.0,high,low
1868,9,health,69,granola,2.71,1.0,low,low
1869,9,health,70,beef,1.96,2.0,high,high
1870,9,health,71,milk,1.42,1.0,low,high
1871,9,health,72,granola,1.09,7.0,low,low
1872,9,health,73,beans,1.57,7.0,low,high
1873,9,health,74,watermelon,1.76,10.0,low,high
1874,9,health,75,waffles,1.51,5.0,low,low
1875,9,taste,1,chocolate,1.38,1.0,high,high
1876,9,taste,2,beans,2.5,6.0,low,high
1877,9,taste,3,turkey,1.36,6.0,high,low
1878,9,taste,4,lettuce,0.97,2.0,low,high
1879,9,taste,5,cranberries,2.14,5.0,high,low
1880,9,taste,6,fries,2.42,9.0,low,high
1881,9,taste,7,toast,1.47,4.0,high,high
1882,9,taste,8,salmon,3.44,8.0,low,low
1883,9,taste,9,onion rings,3.65,1.0,low,low
1884,9,taste,10,watermelon,0.76,4.0,low,high
1885,9,taste,11,syrup,3.94,3.0,low,low
1886,9,taste,12,shrimp,2.08,3.0,high,high
1887,9,taste,13,apple,1.14,4.0,high,low
1888,9,taste,14,turkey,3.74,7.0,high,low
1889,9,taste,15,spinach,2.77,3.0,low,low
1890,9,taste,16,soda,2.64,5.0,low,high
1891,9,taste,17,pear,3.09,9.0,high,high
1892,9,taste,18,waffles,1.3,1.0,low,low
1893,9,taste,19,broccoli,2.39,8.0,low,high
1894,9,taste,20,kale,3.61,9.0,low,high
1895,9,taste,21,eggs,2.81,6.0,low,low
1896,9,taste,22,donut,3.88,2.0,high,high
1897,9,taste,23,lettuce,2.04,6.0,low,high
1898,9,taste,24,waffles,2.18,1.0,low,low
1899,9,taste,25,cheese,2.63,10.0,high,low
1900,9,taste,26,turkey,3.22,5.0,high,low
1901,9,taste,27,grapes,0.99,5.0,high,high
